mode,load,0_resnet101-32,1_efficientnet_b5-4,2_resnet101-4
mps-uncap,1.0,26.998424530029297,36.06142044067383,24.502184391021732
mig,1.0,43.2675838470459,16.553134918212884,11.93631887435913
