mode,load,0_resnet101-32,1_efficientnet_b5-4,2_resnet101-4
mps-uncap,1.0,37.490129470825195,46.822309494018555,36.86785697937012
mig,1.0,54.173946380615234,27.27055549621582,25.310516357421875
