mode,load,0_densenet121-32,1_efficientnet_b5-8,2_resnet18-16
mps-uncap,0.8,67.1072006225586,33.15412998199463,8.112668991088867
mps-uncap,0.9,1423.811674118042,646.56662940979,24.93274211883545
mps-uncap,1.0,1914.0477180480957,2724.109172821045,3222.9344844818115
mps-uncap,0.5,0.0324249267578125,0.028371810913085938,0.025033950805664062
mps-uncap,0.6,0.03409385681152344,0.027179718017578125,0.1062154769897461
mps-uncap,0.7,15.317320823669434,8.277177810668945,3.251791000366211
mps-uncap,0.1,0.04220008850097656,0.04124641418457031,0.04124641418457031
mps-uncap,0.2,0.031948089599609375,0.03814697265625,0.029325485229492188
mps-uncap,0.3,0.031948089599609375,0.030517578125,0.026941299438476562
mps-uncap,0.4,0.030279159545898438,0.029802322387695312,0.026226043701171875
