mode,load,0_densenet121-32,1_efficientnet_b5-8,2_resnet18-16
mps-uncap,0.8,282.4370861053467,157.58020877838135,39.19363021850586
mps-uncap,0.9,3023.796224594116,1360.102653503418,81.47954940795898
mps-uncap,1.0,3514.0207290649423,6053.473377227782,6189.064121246339
mps-uncap,0.5,50.809335708618164,43.19543838500977,12.752962112426758
mps-uncap,0.6,61.55643463134768,53.344869613647475,15.774369239807129
mps-uncap,0.7,115.43238162994385,90.00849723815921,26.465559005737312
mps-uncap,0.1,29.39753532409668,34.20515060424805,6.583094596862793
mps-uncap,0.2,29.747462272644047,29.616117477416992,8.32056999206543
mps-uncap,0.3,36.36527061462402,31.379055976867672,8.723330497741697
mps-uncap,0.4,41.54846668243409,35.358238220214844,10.544395446777344
