mode,load,0_densenet121-32,1_efficientnet_b5-8,2_resnet18-16
mps-uncap,0.8,938.9069619414903,226.23478993303726,2143.2530527534545
mps-uncap,0.9,984.8055988565958,253.7738871708066,2324.702360816052
mps-uncap,1.0,1063.609005144321,248.07860682028942,2257.246470072438
mps-uncap,0.5,567.8276064090697,141.17956481087853,1349.4091392665807
mps-uncap,0.6,653.2448732278478,166.55263461807766,1544.2162124535052
mps-uncap,0.7,819.4259874482768,189.50896863311672,1838.9241565587615
mps-uncap,0.1,107.68649129507425,25.1407004349372,260.2469437522319
mps-uncap,0.2,226.43198603098259,56.73549549687854,507.76223367112937
mps-uncap,0.3,338.32076264628125,82.15648787442439,783.8920429606367
mps-uncap,0.4,456.19635810824303,113.14126616768567,1051.8937154807147
