mode,load,0_resnet18-32,1_vgg11-16,2_vgg19-16
mps-uncap,0.8,1058.8891659279388,988.8782083961212,535.9046906862801
mps-uncap,0.9,1172.815924188878,1123.9255403113984,612.337804578218
mps-uncap,1.0,1344.1302809974345,1245.575695512467,647.7561843254043
mps-uncap,0.5,642.8179683267151,638.7143324536288,323.412842724534
mps-uncap,0.6,761.1189799745744,740.4684455290268,378.83153467660827
mps-uncap,0.7,897.4737234960444,874.7370738963936,469.7153985580128
mps-uncap,0.1,136.2790776035105,134.79348922985,65.58131144047219
mps-uncap,0.2,267.9640302447018,251.43002758261005,122.16604692872498
mps-uncap,0.3,377.14396146393443,371.69536514715185,186.1028884850795
mps-uncap,0.4,509.97104253914983,492.6710735548021,266.8370960784084
