mode,load,0_resnet18-32,1_vgg11-16,2_vgg19-16
mps-uncap,0.8,27.490615844726562,16.815900802612305,25.977373123168945
mps-uncap,0.9,28.400421142578125,17.702579498291016,25.403738021850586
mps-uncap,1.0,28.756141662597656,17.32492446899414,25.66981315612793
mps-uncap,0.5,25.16651153564453,16.41082763671875,23.793458938598633
mps-uncap,0.6,26.63874626159668,16.099214553833008,24.19257164001465
mps-uncap,0.7,25.471925735473633,16.478776931762695,24.806976318359375
mps-uncap,0.1,17.76289939880371,14.510154724121094,18.66006851196289
mps-uncap,0.2,19.754409790039062,15.337467193603516,21.26932144165039
mps-uncap,0.3,22.01986312866211,15.549182891845703,22.052764892578125
mps-uncap,0.4,23.467540740966797,15.816926956176758,22.494792938232422
