mode,load,0_resnet18-32,1_vgg11-16,2_vgg19-16
mps-uncap,0.8,4.146575927734375,5.436182022094727,10.72835922241211
mps-uncap,0.9,4.144191741943359,5.43212890625,10.74528694152832
mps-uncap,1.0,4.157781600952148,5.446910858154297,10.92386245727539
mps-uncap,0.5,4.149198532104492,5.382299423217773,10.714530944824219
mps-uncap,0.6,4.131317138671875,5.384683609008789,10.743141174316406
mps-uncap,0.7,4.137516021728516,5.415201187133789,10.71310043334961
mps-uncap,0.1,4.1446685791015625,5.412578582763672,10.694265365600586
mps-uncap,0.2,4.13823127746582,5.384922027587891,10.657548904418945
mps-uncap,0.3,4.136800765991211,5.374431610107422,10.687828063964844
mps-uncap,0.4,4.136562347412109,5.390167236328125,10.688304901123047
