mode,load,0_resnet18-32,1_vgg11-16,2_vgg19-16
mps-uncap,0.8,27.352905273437504,26.918029785156264,49.59406852722168
mps-uncap,0.9,68.3626174926758,86.76722049713139,111.40842437744185
mps-uncap,1.0,362.9727363586426,382.0823431015014,239.35222625732425
mps-uncap,0.5,3.050994873046879,6.249666213989255,13.261318206787102
mps-uncap,0.6,7.564926147460941,8.57028961181641,14.991807937622072
mps-uncap,0.7,13.802266120910646,13.876080513000502,25.439977645874023
mps-uncap,0.1,0.067901611328125,0.06828308105468751,0.0682353973388672
mps-uncap,0.2,0.06978511810302734,0.11644363403320263,0.7119178771972656
mps-uncap,0.3,0.07019042968750006,1.7293453216552743,4.330635070800781
mps-uncap,0.4,0.7509469985961907,4.312753677368163,8.365726470947262
