mode,load,0_inception_v3-2,1_vgg11-16,2_vgg16-32
mps-uncap,0.8,4.967689514160156,5.459785461425781,17.446517944335938
mps-uncap,0.9,4.848480224609375,5.413293838500977,17.508745193481445
mps-uncap,1.0,5.747318267822266,5.6324005126953125,17.762422561645508
mps-uncap,0.5,4.913330078125,5.435705184936523,17.401933670043945
mps-uncap,0.6,4.930019378662109,5.443572998046875,17.43173599243164
mps-uncap,0.7,4.861593246459961,5.442380905151367,17.414569854736328
mps-uncap,0.1,5.697965621948242,5.3920745849609375,17.313241958618164
mps-uncap,0.2,5.131006240844727,5.4035186767578125,17.319917678833008
mps-uncap,0.3,4.769325256347656,5.367517471313477,17.274141311645508
mps-uncap,0.4,5.012273788452148,5.418300628662109,17.348289489746094
