mode,load,0_inception_v3-2,1_vgg11-16,2_vgg16-32
mps-uncap,0.8,108.21900367736816,62.93983459472659,110.7055187225342
mps-uncap,0.9,271.5758323669435,122.6205825805664,249.24912452697762
mps-uncap,1.0,5162.733721733093,855.0128936767578,1595.9819793701174
mps-uncap,0.5,36.9553804397583,20.669412612915053,43.1718111038208
mps-uncap,0.6,53.51958274841311,26.367211341857924,52.394032478332505
mps-uncap,0.7,67.92309284210205,36.311149597167976,69.94891166687012
mps-uncap,0.1,12.461423873901367,6.797432899475098,21.725106239318848
mps-uncap,0.2,17.333459854125998,12.937402725219734,23.722195625305176
mps-uncap,0.3,23.82001876831055,14.554572105407717,31.25500679016114
mps-uncap,0.4,30.620288848876953,17.76845455169678,36.51690483093262
