mode,load,0_inception_v3-2,1_vgg11-16,2_vgg16-32
mps-uncap,0.8,0.011920928955078125,0.009775161743164062,0.012159347534179688
mps-uncap,0.9,0.0133514404296875,0.008821487426757812,0.01239776611328125
mps-uncap,1.0,0.020503997802734375,0.014543533325195312,0.0133514404296875
mps-uncap,0.5,0.0133514404296875,0.011444091796875,0.011205673217773438
mps-uncap,0.6,0.01239776611328125,0.0095367431640625,0.012159347534179688
mps-uncap,0.7,0.010967254638671875,0.008821487426757812,0.013113021850585938
mps-uncap,0.1,0.025510787963867188,0.010967254638671875,0.013589859008789062
mps-uncap,0.2,0.022411346435546875,0.010967254638671875,0.018596649169921875
mps-uncap,0.3,0.01239776611328125,0.010967254638671875,0.013113021850585938
mps-uncap,0.4,0.013589859008789062,0.011444091796875,0.0133514404296875
