mode,load,0_mobilenet_v2-32,1_resnet18-4,2_resnet34-32,3_squeezenet1_0-16
mps-uncap,1.0,0.0011920928955078125,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
