mode,load,0_densenet121-8,1_mobilenet_v3_large-16,2_vgg19-8
mps-uncap,0.8,320.2362060546875,181.23626708984375,191.17045402526855
mps-uncap,0.9,657.7143669128418,319.3960189819336,308.82930755615234
mps-uncap,1.0,456.56776428222656,8294.711112976074,4641.514778137207
mps-uncap,0.5,47.40095138549805,52.14214324951172,45.47524452209473
mps-uncap,0.6,96.15969657897949,70.0981616973877,61.66243553161621
mps-uncap,0.7,121.50692939758301,99.5020866394043,76.4157772064209
mps-uncap,0.1,36.01646423339844,23.35834503173828,12.224435806274414
mps-uncap,0.2,26.69835090637207,21.341800689697266,19.407033920288086
mps-uncap,0.3,45.24421691894531,36.795854568481445,27.059555053710938
mps-uncap,0.4,43.48278045654297,33.07509422302246,29.260873794555664
