mode,load,0_densenet121-8,1_mobilenet_v3_large-16,2_vgg19-8
mps-uncap,0.8,11.96742057800293,4.890918731689453,6.564617156982422
mps-uncap,0.9,12.206315994262695,4.793882369995117,6.619691848754883
mps-uncap,1.0,13.760805130004883,5.102634429931641,6.573677062988281
mps-uncap,0.5,11.841297149658203,4.822969436645508,6.448268890380859
mps-uncap,0.6,11.753082275390625,4.854679107666016,6.443262100219727
mps-uncap,0.7,12.017011642456055,4.8236846923828125,6.496429443359375
mps-uncap,0.1,12.207269668579102,5.243539810180664,6.493568420410156
mps-uncap,0.2,13.006210327148438,5.736112594604492,6.474018096923828
mps-uncap,0.3,11.946678161621094,4.874706268310547,6.4373016357421875
mps-uncap,0.4,11.821985244750977,4.8580169677734375,6.422281265258789
