mode,load,0_densenet121-8,1_mobilenet_v3_large-16,2_vgg19-8
mps-uncap,0.8,127.36601829528807,56.04195594787598,75.51407814025882
mps-uncap,0.9,356.6988945007326,148.2492208480835,224.13802146911627
mps-uncap,1.0,265.5261993408203,7410.437822341918,4427.857971191406
mps-uncap,0.5,30.792236328125,16.83652400970459,19.72517967224121
mps-uncap,0.6,35.91513633728027,22.444581985473636,23.565936088562015
mps-uncap,0.7,44.44241523742676,27.93741226196289,28.492212295532227
mps-uncap,0.1,29.2325496673584,14.001607894897463,11.00611686706543
mps-uncap,0.2,28.46226692199707,15.750408172607422,11.737585067749023
mps-uncap,0.3,27.71015167236328,17.209243774414066,13.078737258911133
mps-uncap,0.4,28.250837326049805,16.517734527587894,14.45667743682862
