mode,load,0_densenet121-8,1_mobilenet_v3_large-16,2_vgg19-8
mps-uncap,0.8,33.93912315368652,12.061595916748047,9.637260437011719
mps-uncap,0.9,34.65542793273926,12.642288208007814,9.857654571533203
mps-uncap,1.0,30.80735206604004,14.26692008972168,9.902477264404297
mps-uncap,0.5,26.1685848236084,10.424494743347168,8.953332901000977
mps-uncap,0.6,25.290489196777344,11.984872817993164,9.135746955871582
mps-uncap,0.7,27.471542358398438,12.488484382629395,9.257316589355469
mps-uncap,0.1,28.586578369140625,11.780858039855957,10.412359237670898
mps-uncap,0.2,26.059818267822262,11.620759963989258,8.559107780456543
mps-uncap,0.3,23.622083663940437,11.542320251464844,8.611059188842773
mps-uncap,0.4,23.218870162963867,10.948944091796877,8.618664741516113
