mode,load,0_densenet121-8,1_mobilenet_v3_large-16,2_vgg19-8
mps-uncap,0.8,35.169105529785156,13.913583755493157,10.696401596069343
mps-uncap,0.9,35.796823501586914,14.320495128631592,10.604619979858398
mps-uncap,1.0,32.24386215209961,15.643618106842027,10.531589984893799
mps-uncap,0.5,31.942892074584964,12.946045398712158,10.52820205688476
mps-uncap,0.6,29.37002182006836,14.729347229003906,10.4010009765625
mps-uncap,0.7,31.041860580444336,15.435278415679932,10.815179347991949
mps-uncap,0.1,30.401668548583984,14.28727388381958,12.074499130249016
mps-uncap,0.2,28.982386589050307,12.716779708862308,10.40722131729126
mps-uncap,0.3,27.714900970458984,13.278703689575195,10.263476371765142
mps-uncap,0.4,29.424772262573242,12.543768882751465,10.317974090576168
