mode,load,0_densenet121-8,1_mobilenet_v3_large-16,2_vgg19-8
mps-uncap,0.8,27.973651885986328,9.922504425048828,8.605241775512695
mps-uncap,0.9,32.4711799621582,10.552406311035156,8.971691131591797
mps-uncap,1.0,29.08611297607422,12.261509895324707,9.01174545288086
mps-uncap,0.5,15.067577362060547,7.856011390686035,7.4481964111328125
mps-uncap,0.6,15.356302261352539,8.012533187866211,7.772922515869141
mps-uncap,0.7,17.177343368530273,9.045004844665527,7.988452911376953
mps-uncap,0.1,23.839712142944336,11.105656623840332,7.300138473510742
mps-uncap,0.2,21.361470222473145,10.410785675048828,7.096290588378906
mps-uncap,0.3,20.380735397338867,9.966135025024414,7.066011428833008
mps-uncap,0.4,16.483068466186523,8.73422622680664,7.178544998168945
