mode,load,0_densenet201-32,1_inception_v3-4,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.003337860107421875,0.0040531158447265625
