mode,load,0_densenet121-2,1_densenet161-2,2_resnet34-8
mps-uncap,0.8,14286.081218719488,10223.001599311829,29.55775260925295
mps-uncap,0.9,18558.587551116943,15315.046405792236,36.85107231140137
mps-uncap,1.0,23402.464866638184,18244.19195652008,1575.7086277008057
mps-uncap,0.5,91.89260005950928,67.03052520751953,6.846904754638672
mps-uncap,0.6,1825.0044584274292,158.19740295410156,7.947206497192383
mps-uncap,0.7,10763.476514816284,5684.769725799561,11.083173751831055
mps-uncap,0.1,11.736011505126955,11.17081642150879,3.7333011627197266
mps-uncap,0.2,12.757825851440433,15.632867813110348,4.1577816009521475
mps-uncap,0.3,20.94020843505863,21.336936950683594,4.227185249328613
mps-uncap,0.4,39.67113494873046,32.049679756164565,5.128383636474609
