mode,load,0_densenet121-2,1_densenet161-2,2_resnet34-8
mps-uncap,0.8,15833.730459213257,11302.745819091797,89.49804306030273
mps-uncap,0.9,20357.2518825531,16616.801261901855,119.13704872131348
mps-uncap,1.0,25718.369007110596,20671.793460845947,1668.5891151428223
mps-uncap,0.5,305.938720703125,239.45045471191406,24.666786193847656
mps-uncap,0.6,2018.2244777679443,352.7946472167969,39.90006446838379
mps-uncap,0.7,11582.543134689331,6331.0227394104,44.974565505981445
mps-uncap,0.1,33.44869613647461,47.74832725524902,16.4639949798584
mps-uncap,0.2,47.019004821777344,62.02340126037598,28.447866439819336
mps-uncap,0.3,65.83309173583984,63.990116119384766,16.169309616088867
mps-uncap,0.4,119.58432197570801,114.7468090057373,20.600318908691406
