mode,load,0_efficientnet_b6-4,1_resnet50-16,2_vgg13-16
mps-uncap,0.8,64.39032554626465,27.0576000213623,10.51640510559082
mps-uncap,0.9,79.46839332580566,28.96289825439453,10.861396789550781
mps-uncap,1.0,81.27608299255371,28.42879295349121,11.182308197021484
mps-uncap,0.5,34.512996673583984,20.402026176452637,9.676790237426758
mps-uncap,0.6,43.28804016113282,23.18258285522461,10.024785995483398
mps-uncap,0.7,52.01916694641114,24.30105209350586,10.265564918518066
mps-uncap,0.1,25.2852201461792,8.456373214721681,7.934832572937012
mps-uncap,0.2,25.963211059570312,13.355755805969238,8.518981933593752
mps-uncap,0.3,29.539871215820312,14.712953567504883,8.979654312133789
mps-uncap,0.4,31.4229965209961,19.278955459594734,9.525728225708011
