mode,load,0_efficientnet_b6-4,1_resnet50-16,2_vgg13-16
mps-uncap,0.8,100.0735282897949,58.511066436767564,41.1724090576172
mps-uncap,0.9,201.2069463729858,95.32732963562015,62.05940246582031
mps-uncap,1.0,523.5804557800294,502.36546993255615,381.0109376907349
mps-uncap,0.5,40.47799110412598,22.50049114227295,17.775011062622074
mps-uncap,0.6,45.60453891754151,26.516437530517578,21.26610279083252
mps-uncap,0.7,62.69330978393555,32.85479545593263,26.85022354125977
mps-uncap,0.1,25.706624984741218,9.661698341369632,8.591842651367184
mps-uncap,0.2,26.982140541076664,13.458251953125,11.467266082763679
mps-uncap,0.3,31.61487579345704,16.798591613769545,13.96973133087158
mps-uncap,0.4,35.01129150390625,20.57018280029297,15.24019241333009
