mode,load,0_efficientnet_b6-4,1_resnet50-16,2_vgg13-16
mps-uncap,0.8,31.35371208190918,16.974925994873047,9.073972702026367
mps-uncap,0.9,50.081729888916016,23.439407348632812,9.675264358520508
mps-uncap,1.0,76.81679725646973,25.70486068725586,10.192036628723145
mps-uncap,0.5,20.32780647277832,7.548213005065918,7.891654968261719
mps-uncap,0.6,20.352482795715332,10.345697402954102,8.074045181274414
mps-uncap,0.7,22.668123245239258,13.262510299682617,8.438706398010254
mps-uncap,0.1,23.83410930633545,6.835699081420898,7.88116455078125
mps-uncap,0.2,23.516297340393066,6.765007972717285,7.863521575927734
mps-uncap,0.3,23.707866668701172,6.828546524047852,7.869243621826172
mps-uncap,0.4,20.931005477905273,7.467508316040039,7.892370223999023
