mode,load,0_densenet161-2,1_densenet161-32,2_efficientnet_b7-16
mps-uncap,0.8,48.192739486694336,65.35220146179199,67.37589836120605
mps-uncap,0.9,49.84331130981445,64.27955627441406,66.11371040344238
mps-uncap,1.0,54.56876754760742,61.28978729248047,72.95632362365723
mps-uncap,0.5,54.33058738708496,60.87827682495117,72.10135459899902
mps-uncap,0.6,52.55293846130371,61.33389472961426,72.68047332763672
mps-uncap,0.7,53.95841598510742,61.4621639251709,72.07655906677246
mps-uncap,0.1,43.43533515930176,61.63740158081055,60.91475486755371
mps-uncap,0.2,39.86215591430664,65.16861915588379,64.14961814880371
mps-uncap,0.3,42.301177978515625,61.86866760253906,60.02354621887207
mps-uncap,0.4,50.356149673461914,59.5545768737793,66.51520729064941
