mode,load,0_densenet161-2,1_densenet161-32,2_efficientnet_b7-16
mps-uncap,0.8,42.93713569641113,62.63999938964844,62.16013431549072
mps-uncap,0.9,45.38719654083252,62.32929229736328,63.08948993682861
mps-uncap,1.0,51.78713798522949,59.35239791870117,67.68314838409424
mps-uncap,0.5,42.67358779907226,57.776880264282234,60.2567195892334
mps-uncap,0.6,47.28126525878906,58.930826187133796,62.69497871398926
mps-uncap,0.7,49.37329292297363,59.46857929229737,63.32299709320069
mps-uncap,0.1,36.58890724182129,48.06480407714844,45.427608489990234
mps-uncap,0.2,30.148863792419434,53.71260643005371,46.57025337219239
mps-uncap,0.3,29.28018569946289,56.71858787536621,52.18398571014404
mps-uncap,0.4,35.50863265991211,56.46986961364746,55.99157810211181
