mode,load,0_densenet161-2,1_densenet161-32,2_efficientnet_b7-16
mps-uncap,0.8,16.7844295501709,32.90200233459473,28.4426212310791
mps-uncap,0.9,16.63041114807129,34.91854667663574,29.152393341064453
mps-uncap,1.0,17.577648162841797,35.71200370788574,32.18388557434082
mps-uncap,0.5,16.503334045410156,32.857418060302734,28.50198745727539
mps-uncap,0.6,16.18504524230957,32.85622596740723,28.589725494384766
mps-uncap,0.7,16.53885841369629,32.69219398498535,28.354167938232422
mps-uncap,0.1,17.293691635131836,34.413814544677734,28.971433639526367
mps-uncap,0.2,16.26443862915039,32.562971115112305,28.116226196289062
mps-uncap,0.3,16.411304473876953,32.66000747680664,28.34630012512207
mps-uncap,0.4,16.648054122924805,33.92839431762695,28.829097747802734
