mode,load,0_squeezenet1_0-32,1_alexnet-4,2_mobilenet_v2-4
mps-uncap,1.0,9.876904487609863,4.652500152587891,7.729520797729492
mig,1.0,15.270423889160156,2.081632614135742,4.519753456115721
