mode,load,0_squeezenet1_0-32,1_alexnet-4,2_mobilenet_v2-4
mps-uncap,1.0,20.695209503173828,16.031265258789062,18.352985382080078
mig,1.0,21.955490112304688,10.431289672851562,8.508682250976562
