mode,load,0_squeezenet1_0-32,1_alexnet-4,2_mobilenet_v2-4
mps-uncap,1.0,20.69568634033203,16.031503677368164,18.352985382080078
mig,1.0,21.955490112304688,10.431528091430664,8.508920669555664
