mode,load,0_squeezenet1_0-32,1_alexnet-4,2_mobilenet_v2-4
mps-uncap,1.0,7.54094123840332,0.8618831634521484,4.065036773681641
mig,1.0,12.111425399780273,1.6102790832519531,3.9794445037841797
