mode,load,0_squeezenet1_0-32,1_alexnet-4,2_mobilenet_v2-4
mps-uncap,1.0,8.710384368896484,2.088308334350586,6.50477409362793
mig,1.0,12.996196746826172,1.7104148864746094,4.036426544189453
