mode,load,0_squeezenet1_0-32,1_alexnet-4,2_mobilenet_v2-4
mps-uncap,1.0,9.168148040771484,3.853440284729004,7.237339019775391
mig,1.0,13.608455657958984,1.8634796142578125,4.218101501464844
