mode,load,0_squeezenet1_0-32,1_alexnet-4,2_mobilenet_v2-4
mps-uncap,1.0,9.168386459350586,3.853440284729004,7.2376251220703125
mig,1.0,13.608598709106445,1.8634796142578125,4.218339920043945
