mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,29.158592224121094,10.657787322998047,10.656595230102539,10.601997375488281
