mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,31.913421154022217,11.100280284881592,11.088550090789795,11.159443855285645
