mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,24.37758445739746,10.285615921020508,10.03575325012207,4.296302795410156
