mode,load,0_densenet169-2,1_resnet18-16,2_vgg13-8
mps-uncap,0.8,164.86668586730957,67.40045547485352,70.04237174987793
mps-uncap,0.9,160.72344779968262,92.36025810241699,84.93232727050781
mps-uncap,1.0,316.586971282959,378.61108779907227,467.36884117126465
mps-uncap,0.5,35.17031669616699,17.05169677734375,23.110628128051758
mps-uncap,0.6,50.22859573364258,30.110836029052734,26.69048309326172
mps-uncap,0.7,157.700777053833,38.90824317932129,44.65818405151367
mps-uncap,0.1,11.847972869873047,4.4841766357421875,9.64808464050293
mps-uncap,0.2,27.12869644165039,6.08515739440918,10.784387588500977
mps-uncap,0.3,34.55758094787598,11.457443237304688,14.235496520996094
mps-uncap,0.4,31.54897689819336,11.569023132324219,18.703460693359375
