mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_vgg19-32
mps-uncap,1.0,0.009059906005859375,0.000476837158203125,0.010013580322265625,0.0007152557373046875
