mode,load,0_resnet18-16,1_resnet18-8,2_vgg19-16
mps-uncap,0.6,3.443479537963867,3.012418746948242,14.340877532958984
mig,0.6,4.953742027282715,4.19163703918457,40.7261848449707
mps-uncap,0.7,3.4275054931640625,2.741575241088867,14.483809471130371
mig,0.7,4.979372024536133,4.220247268676758,40.76838493347168
mps-uncap,0.8,3.5212039947509766,2.722620964050293,14.679908752441406
mig,0.8,5.018949508666992,4.255771636962891,41.04971885681152
mps-uncap,0.9,3.591775894165039,2.8285980224609375,14.868855476379395
mig,0.9,5.081653594970703,4.301309585571289,41.4426326751709
mps-uncap,1.0,3.6759376525878906,3.0007362365722656,15.111088752746582
mig,1.0,5.164980888366699,4.361629486083984,41.82755947113037
mps-uncap,1.1,3.7565231323242188,3.0558109283447266,15.234708786010742
mig,1.1,5.170345306396484,4.380941390991211,41.947007179260254
mps-uncap,1.2,3.7755966186523438,3.0971765518188477,15.27702808380127
mig,1.2,5.176067352294922,4.37617301940918,41.899919509887695
mps-uncap,1.3,3.8061141967773438,3.208637237548828,15.422821044921875
mig,1.3,5.16057014465332,4.366874694824219,41.87941551208496
