mode,load,0_resnet18-16,1_resnet18-8,2_vgg19-16
mps-uncap,0.6,2.422332763671875,1.9197463989257812,11.80577278137207
mig,0.6,4.667758941650391,4.030466079711914,40.22097587585449
mps-uncap,0.7,2.4492740631103516,1.9099712371826172,11.710643768310547
mig,0.7,4.678487777709961,4.04047966003418,40.20810127258301
mps-uncap,0.8,2.435445785522461,1.9068717956542969,11.873006820678711
mig,0.8,4.690647125244141,4.055976867675781,40.2529239654541
mps-uncap,0.9,2.4232864379882812,1.9080638885498047,11.845588684082031
mig,0.9,4.665613174438477,4.035711288452148,40.35186767578125
mps-uncap,1.0,2.5658607482910156,1.8846988677978516,12.471914291381836
mig,1.0,4.833698272705078,4.115104675292969,40.44699668884277
mps-uncap,1.1,2.603292465209961,1.9245147705078125,13.037443161010742
mig,1.1,4.828691482543945,4.108667373657227,40.59910774230957
mps-uncap,1.2,2.5908946990966797,1.9328594207763672,13.517141342163086
mig,1.2,4.832744598388672,4.11534309387207,40.407419204711914
mps-uncap,1.3,3.1211376190185547,2.055644989013672,14.145612716674805
mig,1.3,4.822254180908203,4.11224365234375,40.46177864074707
