mode,load,0_resnet18-16,1_resnet18-8,2_vgg19-16
mps-uncap,0.6,51.63002014160156,47.228097915649414,51.517486572265625
mig,0.6,45.757293701171875,37.529945373535156,246.70982360839844
mps-uncap,0.7,67.11649894714355,68.49980354309082,51.76663398742676
mig,0.7,81.98046684265137,62.4852180480957,411.56744956970215
mps-uncap,0.8,115.00215530395508,107.46145248413086,52.071571350097656
mig,0.8,88.36865425109863,72.48973846435547,862.5824451446533
mps-uncap,0.9,128.65877151489258,126.15537643432617,54.49867248535156
mig,0.9,149.17349815368652,82.43846893310547,562.0846748352051
mps-uncap,1.0,523.1521129608154,299.49498176574707,97.27907180786133
mig,1.0,632.5232982635498,659.0080261230469,1633.3787441253662
mps-uncap,1.1,7677.15311050415,2179.1558265686035,94.1629409790039
mig,1.1,7052.652597427368,7295.959234237671,8888.39602470398
mps-uncap,1.2,16206.902027130127,12345.97110748291,116.91117286682129
mig,1.2,14174.59511756897,14261.38949394226,13742.473840713501
mps-uncap,1.3,23454.238176345825,23982.589721679688,99.59578514099121
mig,1.3,19616.523504257202,18858.783960342407,21194.80609893799
