mode,load,0_inception_v3-2,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_resnet152-32
mps-uncap,1.0,0.019788742065429688,0.00095367431640625,0.0007152557373046875,0.000476837158203125
