mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_vgg13-2
mps-uncap,0.8,61.48827075958252,61.26172542572023,24.306488037109382
mps-uncap,0.9,205.3066730499268,7465.91944694519,1901.8638134002686
mps-uncap,1.0,3862.3843669891357,11999.923419952393,7446.646451950073
mps-uncap,0.5,12.672901153564453,7.566308975219727,3.5351753234863312
mps-uncap,0.6,17.911672592163086,10.260796546936042,4.868483543395994
mps-uncap,0.7,32.616567611694364,16.746520996093757,8.089041709899908
mps-uncap,0.1,0.04878044128417967,2.841353416442871,0.047206878662109375
mps-uncap,0.2,5.727362632751464,7.381749153137208,0.6483793258667054
mps-uncap,0.3,7.311868667602538,8.054542541503908,1.6870498657226562
mps-uncap,0.4,10.155296325683594,6.536340713500977,2.3605823516845703
