mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_vgg13-2
mps-uncap,0.8,70.945143699646,67.46764183044436,28.406691551208503
mps-uncap,0.9,214.7748947143555,7472.079610824586,1906.5863609313967
mps-uncap,1.0,3872.159957885742,12007.356500625612,7451.092195510864
mps-uncap,0.5,21.168231964111328,12.61272430419922,7.032346725463869
mps-uncap,0.6,26.051998138427734,15.432953834533695,8.373832702636713
mps-uncap,0.7,41.66555404663088,22.143650054931644,11.99634075164795
mps-uncap,0.1,11.816120147705078,11.813163757324219,3.5490512847900386
mps-uncap,0.2,14.934849739074707,15.912461280822757,4.333758354187013
mps-uncap,0.3,16.149568557739258,15.266871452331543,5.456686019897461
mps-uncap,0.4,18.90668869018555,12.537384033203127,6.152629852294922
