mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_vgg13-2
mps-uncap,0.8,12.54967451095581,9.020707607269289,6.780574321746826
mps-uncap,0.9,10.326881408691406,9.041733741760254,6.878867149353024
mps-uncap,1.0,10.186724662780762,9.067478179931642,6.8967437744140625
mps-uncap,0.5,12.793052196502678,8.330202102661135,6.45528793334961
mps-uncap,0.6,12.967777252197266,7.862467765808103,6.5592360496521
mps-uncap,0.7,13.101658821105959,7.981548309326172,6.685683727264404
mps-uncap,0.1,13.193340301513674,10.564112663269034,5.649800300598146
mps-uncap,0.2,11.625285148620602,10.570604801177979,6.197338104248046
mps-uncap,0.3,12.439842224121092,9.770636558532718,6.30850791931152
mps-uncap,0.4,12.93156147003174,9.284691810607908,6.498575210571287
