mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_vgg13-2
mps-uncap,0.8,16.12710952758789,17.439961433410645,4.480242729187012
mps-uncap,0.9,104.95948791503906,3846.745014190674,776.8476009368896
mps-uncap,1.0,2199.904680252075,6920.793771743774,4228.070974349976
mps-uncap,0.5,0.035643577575683594,0.030040740966796875,0.023603439331054688
mps-uncap,0.6,3.2835006713867188,1.7241239547729492,0.024080276489257812
mps-uncap,0.7,7.880687713623047,3.671884536743164,1.0499954223632812
mps-uncap,0.1,0.0400543212890625,0.030040740966796875,0.040531158447265625
mps-uncap,0.2,0.029802322387695312,0.029325485229492188,0.028371810913085938
mps-uncap,0.3,0.028371810913085938,0.028371810913085938,0.027418136596679688
mps-uncap,0.4,0.02384185791015625,0.02193450927734375,0.022172927856445312
