mode,load,0_resnet152-2,1_resnet152-2,2_resnet152-2,3_resnet152-2
mig,0.1,13.460159301757812,13.396024703979492,13.210773468017578,16.5407657623291
mig,0.2,13.573646545410156,13.584375381469727,13.42153549194336,16.638755798339844
mig,0.3,13.669967651367188,13.617277145385742,13.523578643798828,16.647815704345703
mig,0.4,13.492107391357422,13.447761535644531,13.758659362792969,16.704082489013672
mig,0.5,13.551950454711914,13.49329948425293,13.559103012084961,16.707658767700195
mig,0.6,13.475656509399414,13.529062271118164,13.45205307006836,16.707420349121094
mig,0.7,13.360738754272461,13.36359977722168,13.588666915893555,16.552448272705078
mig,0.8,13.501882553100586,13.375282287597656,13.432025909423828,16.52669906616211
mig,0.9,13.322114944458008,13.499736785888672,13.436555862426758,16.542673110961914
mig,1.0,13.349533081054688,13.462066650390625,13.328790664672852,16.534805297851562
