mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_vgg16-32
mps-uncap,1.0,19.69219080153579,1225.9615478875114,93.04018730175196,1446.0657920194321
