mode,load,0_mobilenet_v2-32,1_densenet121-8,2_resnet18-4
mps-uncap,1.0,11.138832569122314,20.896620750427246,6.887819766998291
mig,1.0,14.254472255706787,15.66603660583496,3.144316673278809
