mode,load,0_mobilenet_v2-32,1_densenet121-8,2_resnet18-4
mps-uncap,1.0,20.460128784179688,26.99899673461914,17.92430877685547
mig,1.0,19.374608993530273,20.276546478271484,9.68790054321289
