mode,load,0_mobilenet_v2-32,1_densenet121-8,2_resnet18-4
mps-uncap,1.0,9.349346160888672,18.915653228759766,2.9288530349731445
mig,1.0,12.099504470825195,14.730691909790039,2.7396678924560547
