mode,load,0_mobilenet_v2-32,1_densenet121-8,2_resnet18-4
mps-uncap,1.0,10.177993774414064,19.845271110534668,6.139540672302247
mig,1.0,12.648439407348631,15.054941177368164,2.895832061767578
