mode,load,0_mobilenet_v2-32,1_densenet121-8,2_resnet18-4
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0095367431640625
mig,1.0,0.000476837158203125,0.000476837158203125,0.0073909759521484375
