mode,load,0_mobilenet_v2-32,1_densenet121-8,2_resnet18-4
mps-uncap,1.0,7.737398147583008,15.778541564941406,1.9412040710449219
mig,1.0,11.507272720336914,14.417409896850586,2.628803253173828
