mode,load,0_mobilenet_v2-32,1_densenet121-8,2_resnet18-4
mps-uncap,1.0,11.138594150543213,20.896620750427246,6.8875813484191895
mig,1.0,14.254374504089355,15.66603660583496,3.1442642211914062
