mode,load,0_efficientnet_b6-16,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_resnet50-32
mps-uncap,1.0,0.0057220458984375,0.0007152557373046875,0.006198883056640625,0.000476837158203125
