mode,load,0_mobilenet_v2-2,1_resnet34-8,2_vgg19-8
mps-uncap,0.8,6.075501441955566,9.599566459655762,7.862567901611328
mps-uncap,0.9,6.6612958908081055,10.098457336425781,8.251428604125977
mps-uncap,1.0,7.123231887817383,10.39743423461914,8.353948593139648
mps-uncap,0.5,5.414247512817383,6.798982620239258,7.1353912353515625
mps-uncap,0.6,5.131363868713379,6.910920143127441,7.298588752746582
mps-uncap,0.7,5.748152732849121,8.605241775512695,7.584929466247559
mps-uncap,0.1,9.273052215576172,8.142828941345215,7.357120513916016
mps-uncap,0.2,9.373188018798828,7.9593658447265625,7.150053977966309
mps-uncap,0.3,7.760524749755859,7.932186126708984,7.046937942504883
mps-uncap,0.4,6.324529647827148,7.4912309646606445,7.133722305297852
