mode,load,0_mobilenet_v3_small-2,1_resnet101-2,2_squeezenet1_0-8
mps-uncap,0.8,15363.60071182251,695.7596588134764,55.79572677612306
mps-uncap,0.9,21695.748071670532,6453.015623092651,413.3479118347169
mps-uncap,1.0,23692.24359035492,12496.910970211029,2902.788305282593
mps-uncap,0.5,48.15014839172362,61.61718368530274,14.906568527221664
mps-uncap,0.6,866.2456727027893,67.76618242263802,24.501333236694364
mps-uncap,0.7,8732.17955827713,100.55519342422488,21.733951568603512
mps-uncap,0.1,22.31768131256106,37.41876363754271,8.18486213684082
mps-uncap,0.2,20.927357673645027,32.02962875366215,9.70418691635126
mps-uncap,0.3,17.919433116912856,33.53928089141823,8.983948230743408
mps-uncap,0.4,28.041734695434574,39.37369346618653,10.83224773406982
