mode,load,0_mobilenet_v3_small-2,1_resnet101-2,2_squeezenet1_0-8
mps-uncap,0.8,7675.742387771606,228.06739807128906,5.473613739013672
mps-uncap,0.9,11085.1149559021,3080.782413482666,11.609554290771484
mps-uncap,1.0,11863.758325576782,6745.766043663025,1137.8965377807617
mps-uncap,0.5,11.247396469116211,15.192031860351562,3.2138824462890625
mps-uncap,0.6,423.47073554992676,18.09835433959961,3.8475990295410156
mps-uncap,0.7,4245.4997301101685,24.398326873779297,4.136562347412109
mps-uncap,0.1,8.602142333984375,16.777753829956055,3.8955211639404297
mps-uncap,0.2,6.733179092407227,12.510538101196289,3.5996437072753906
mps-uncap,0.3,5.563259124755859,11.00921630859375,2.8839111328125
mps-uncap,0.4,6.912589073181152,11.086106300354004,2.9375553131103516
