mode,load,0_mobilenet_v3_small-2,1_resnet101-2,2_squeezenet1_0-8
mps-uncap,0.8,15359.497413635254,686.1358737945557,52.84337520599375
mps-uncap,0.9,21691.629161834717,6443.427143096924,411.10464572906494
mps-uncap,1.0,23688.1480550766,12487.375259399414,2900.2991676330566
mps-uncap,0.5,43.97166252136226,52.651395797729506,12.187929153442342
mps-uncap,0.6,862.0200276374817,58.53375434875505,21.33850097656256
mps-uncap,0.7,8727.96231508255,91.42349243164064,19.1028356552124
mps-uncap,0.1,15.15843391418458,23.10303449630734,4.35698032379151
mps-uncap,0.2,15.535092353820803,21.149682998657234,6.29557847976684
mps-uncap,0.3,13.812863826751748,24.264335632324016,6.146919727325436
mps-uncap,0.4,23.897314071655337,29.96602773666383,7.973804473876952
