mode,load,0_mobilenet_v3_small-2,1_resnet101-2,2_squeezenet1_0-8
mps-uncap,0.8,12.847185134887695,20.24531364440918,17.039060592651367
mps-uncap,0.9,15.807867050170898,19.41394805908203,17.00901985168457
mps-uncap,1.0,14.514684677124023,20.539522171020508,13.477563858032227
mps-uncap,0.5,14.133453369140625,17.923593521118164,12.11404800415039
mps-uncap,0.6,14.602422714233398,17.606735229492188,13.624429702758789
mps-uncap,0.7,14.409542083740234,22.260665893554688,14.941930770874023
mps-uncap,0.1,12.454986572265625,22.52960205078125,14.254331588745117
mps-uncap,0.2,10.844707489013672,20.186185836791992,13.052940368652344
mps-uncap,0.3,8.238077163696289,17.766952514648438,10.776758193969727
mps-uncap,0.4,13.419866561889648,20.4164981842041,15.76089859008789
