mode,load,0_mobilenet_v3_small-2,1_resnet101-2,2_squeezenet1_0-8
mps-uncap,0.8,15423.952102661133,783.1630706787109,88.46569061279297
mps-uncap,0.9,21881.558179855347,6508.3513259887695,457.3655128479004
mps-uncap,1.0,23914.908409118652,12619.907140731812,2932.678461074829
mps-uncap,0.5,77.09908485412598,93.88279914855957,30.164480209350586
mps-uncap,0.6,897.1350193023682,102.15258598327637,40.18568992614746
mps-uncap,0.7,8812.979936599731,126.68657302856445,36.27324104309082
mps-uncap,0.1,32.27710723876953,46.36740684509277,14.295339584350586
mps-uncap,0.2,30.284881591796875,44.02613639831543,19.1042423248291
mps-uncap,0.3,26.189327239990234,47.75071144104004,15.141487121582031
mps-uncap,0.4,55.133819580078125,59.19361114501953,21.65508270263672
